#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_7225	2457	4	N	N	1	*	*,7225,*
contig_7282	2457	12	N	N	1	*	*,7282,*
contig_2237	2456	10	N	N	1	*	*,2237,*
contig_4007	2456	4	N	N	1	*	*,4007,*
contig_5610	2456	13	N	N	2	*	*,5610,*
contig_2511	2455	10	N	N	1	*	*,2511,*
contig_4053	2455	5	N	N	1	*	*,4053,*
contig_4323	2455	6	N	N	1	*	*,4323,*
contig_4328	2455	4	N	N	1	*	*,4328,*
contig_1950	2454	5	N	N	1	*	*,1950,*
contig_353	2454	5	N	N	1	*	*,353,*
contig_251	2453	3	N	N	1	*	*,251,*
contig_4357	2453	18	N	N	4	*	*,4357,*
contig_5405	2453	3	N	N	1	*	*,5405,*
contig_6235	2453	4	N	N	1	*	*,6235,*
contig_3405	2452	13	N	N	1	*	*,3405,*
contig_6439	2451	11	N	N	2	*	*,6439,*
contig_2213	2450	9	N	N	2	*	*,2213,*
contig_3443	2450	10	N	N	1	*	*,3443,*
contig_7538	2450	17	N	N	1	*	*,7538,*
contig_2450	2449	11	N	N	2	*	*,2450,*
contig_3132	2449	12	N	N	1	*	*,3132,*
contig_4085	2449	13	N	N	2	*	*,4085,*
contig_4672	2449	9	N	N	1	*	*,4672,*
contig_4729	2449	4	N	N	1	*	*,4729,*
contig_6048	2449	45	N	N	11	*	*,6048,*
contig_373	2448	7	N	N	1	*	*,373,*
contig_4641	2448	10	N	N	2	*	*,4641,*
contig_5784	2448	5	N	N	1	*	*,5784,*
contig_1249	2447	5	N	N	1	*	*,1249,*
contig_3948	2447	4	N	N	1	*	*,3948,*
contig_972	2447	9	N	N	2	*	*,972,*
contig_3819	2446	4	N	N	1	*	*,3819,*
contig_400	2446	3	N	N	1	*	*,400,*
contig_4094	2446	4	N	N	1	*	*,4094,*
contig_4455	2446	4	N	N	1	*	*,4455,*
contig_7127	2446	4	N	N	1	*	*,7127,*
contig_950	2446	16	N	N	2	*	*,950,*
contig_1367	2445	3	N	N	1	*	*,1367,*
contig_2875	2445	3	N	N	1	*	*,2875,*
contig_3051	2445	7	N	N	1	*	*,3051,*
contig_6477	2445	4	N	N	1	*	*,6477,*
contig_2279	2444	11	N	N	2	*	*,2279,*
contig_6051	2444	4	N	N	1	*	*,6051,*
contig_3547	2443	6	N	N	1	*	*,3547,*
contig_3623	2443	5	N	N	1	*	*,3623,*
contig_4734	2443	25	N	N	4	*	*,4734,*
contig_6210	2443	9	N	N	2	*	*,6210,*
contig_6342	2442	10	N	N	2	*	*,6342,*
contig_3859	2441	8	N	N	2	*	*,3859,*
contig_6350	2441	13	N	N	2	*	*,6350,*
contig_7067	2441	4	N	N	1	*	*,7067,*
contig_6359	2440	8	N	N	1	*	*,6359,*
contig_675	2440	12	N	N	2	*	*,675,*
contig_1492	2439	20	N	N	5	*	*,1492,*
contig_1833	2439	5	N	N	1	*	*,1833,*
contig_4087	2439	35	N	N	8	*	*,4087,*
contig_207	2438	20	N	N	5	*	*,207,*
contig_380	2438	4	N	N	1	*	*,380,*
contig_3868	2438	5	N	N	1	*	*,3868,*
contig_3976	2438	10	N	N	2	*	*,3976,*
contig_4634	2438	11	N	N	2	*	*,4634,*
contig_5253	2438	17	N	N	1	*	*,5253,*
contig_7249	2438	11	N	N	2	*	*,7249,*
contig_1990	2437	5	N	N	1	*	*,1990,*
contig_7453	2437	9	N	N	1	*	*,7453,*
contig_82	2437	10	N	N	2	*	*,82,*
contig_4163	2436	8	N	N	2	*	*,4163,*
contig_5189	2436	34	N	N	3	*	*,5189,*
contig_5471	2436	13	N	N	1	*	*,5471,*
contig_6745	2436	15	N	N	3	*	*,6745,*
contig_3704	2435	3	N	N	1	*	*,3704,*
contig_4457	2435	6	N	N	1	*	*,4457,*
contig_5837	2435	11	N	N	1	*	*,5837,*
contig_5897	2435	21	N	N	4	*	*,5897,*
contig_6102	2435	13	N	N	2	*	*,6102,*
contig_6152	2435	12	N	N	3	*	*,6152,*
contig_3614	2434	11	N	N	1	*	*,3614,*
contig_6271	2434	4	N	N	1	*	*,6271,*
contig_5614	2433	3	N	N	1	*	*,5614,*
contig_2015	2432	4	N	N	1	*	*,2015,*
contig_2019	2432	4	N	N	1	*	*,2019,*
contig_4171	2432	7	N	N	1	*	*,4171,*
contig_2185	2431	5	N	N	1	*	*,2185,*
contig_2996	2431	5	N	N	1	*	*,2996,*
contig_4556	2431	5	N	N	1	*	*,4556,*
contig_3600	2430	6	N	N	1	*	*,3600,*
contig_3672	2430	3	N	N	1	*	*,3672,*
contig_3922	2430	4	N	N	1	*	*,3922,*
contig_5139	2430	10	N	N	2	*	*,5139,*
contig_613	2430	4	N	N	1	*	*,613,*
contig_1952	2429	8	N	N	1	*	*,1952,*
contig_4827	2429	5	N	N	1	*	*,4827,*
contig_1778	2428	17	N	N	2	*	*,1778,*
contig_2304	2428	5	N	N	1	*	*,2304,*
contig_5561	2428	9	N	N	1	*	*,5561,*
contig_6662	2427	3	N	N	1	*	*,6662,*
contig_2381	2426	20	N	N	4	*	*,2381,*
contig_3001	2426	7	N	N	1	*	*,3001,*
contig_4378	2426	5	N	N	1	*	*,4378,*
contig_4401	2426	6	N	N	1	*	*,4401,*
contig_590	2426	25	N	N	6	*	*,590,*
contig_5975	2426	3	N	N	1	*	*,5975,*
contig_8153	2426	17	Y	Y	2	*	8153
contig_1368	2425	4	N	N	1	*	*,1368,*
contig_2695	2425	4	N	N	1	*	*,2695,*
contig_3643	2425	14	N	N	2	*	*,3643,*
contig_3535	2424	3	N	N	1	*	*,3535,*
contig_3720	2424	10	N	N	1	*	*,3720,*
contig_3900	2424	3	N	N	1	*	*,3900,*
contig_4559	2424	3	N	N	1	*	*,4559,*
contig_4624	2424	14	N	N	2	*	*,4624,*
contig_7605	2424	6	N	N	1	*	*,7605,*
contig_1378	2423	10	N	N	2	*	*,1378,*
contig_1437	2423	6	N	N	1	*	*,1437,*
contig_2644	2423	62	N	N	12	*	*,2644,*
contig_4461	2423	14	N	N	3	*	*,4461,*
contig_2760	2422	17	N	N	1	*	*,2760,*
contig_6279	2422	8	N	N	2	*	*,6279,*
contig_6459	2422	3	N	N	1	*	*,6459,*
contig_1675	2421	8	N	N	1	*	*,1675,*
contig_5059	2421	4	N	N	1	*	*,5059,*
contig_1830	2420	3	N	N	1	*	*,1830,*
contig_1966	2420	10	N	N	2	*	*,1966,*
contig_5058	2420	11	N	N	2	*	*,5058,*
contig_1801	2419	17	N	N	2	*	*,1801,*
contig_2066	2419	6	N	N	1	*	*,2066,*
contig_4099	2419	3	N	N	1	*	*,4099,*
contig_6128	2419	10	N	N	1	*	*,6128,*
contig_6741	2419	5	N	N	1	*	*,6741,*
contig_7167	2419	5	N	N	1	*	*,7167,*
contig_775	2419	5	N	N	1	*	*,775,*
contig_4600	2418	3	N	N	1	*	*,4600,*
contig_7255	2418	14	N	N	2	*	*,7255,*
contig_2777	2417	4	N	N	1	*	*,2777,*
contig_387	2417	5	N	N	1	*	*,387,*
contig_4181	2417	9	N	N	1	*	*,4181,*
contig_6343	2417	4	N	N	1	*	*,6343,*
contig_6496	2417	19	N	N	2	*	*,6496,*
contig_4120	2416	3	N	N	1	*	*,4120,*
contig_4156	2416	6	N	N	1	*	*,4156,*
contig_4304	2416	6	N	N	1	*	*,4304,*
contig_4906	2416	4	N	N	1	*	*,4906,*
contig_5761	2416	4	N	N	1	*	*,5761,*
contig_6474	2416	29	N	N	4	*	*,6474,*
contig_1989	2415	3	N	N	1	*	*,1989,*
contig_7512	2415	17	N	N	2	*	*,7512,*
contig_3938	2414	6	N	N	1	*	*,3938,*
contig_1903	2413	4	N	N	1	*	*,1903,*
contig_2543	2413	3	N	N	1	*	*,2543,*
contig_4251	2413	4	N	N	1	*	*,4251,*
contig_4943	2413	5	N	N	1	*	*,4943,*
contig_1158	2412	3	N	N	1	*	*,1158,*
contig_4764	2412	10	N	N	2	*	*,4764,*
contig_4766	2412	3	N	N	1	*	*,4766,*
contig_4793	2411	3	N	N	1	*	*,4793,*
contig_4146	2410	4	N	N	1	*	*,4146,*
contig_4391	2410	13	N	N	3	*	*,4391,*
contig_4466	2410	6	N	N	1	*	*,4466,*
contig_1219	2409	5	N	N	1	*	*,1219,*
contig_3428	2409	5	N	N	1	*	*,3428,*
contig_4039	2409	7	N	N	1	*	*,4039,*
contig_4059	2409	7	N	N	1	*	*,4059,*
contig_4407	2409	13	N	N	1	*	*,4407,*
contig_4821	2409	3	N	N	1	*	*,4821,*
contig_1059	2408	51	Y	Y	5	*	1059
contig_4330	2408	11	N	N	2	*	*,4330,*
contig_5388	2408	18	N	N	1	*	*,5388,*
contig_2685	2407	10	N	N	1	*	*,2685,*
contig_2956	2407	4	N	N	1	*	*,2956,*
contig_5455	2407	10	N	N	1	*	*,5455,*
contig_7034	2407	3	N	N	1	*	*,7034,*
contig_7585	2407	10	N	N	1	*	*,7585,*
contig_1977	2406	3	N	N	1	*	*,1977,*
contig_4534	2406	19	N	N	3	*	*,4534,*
contig_4585	2406	10	N	N	2	*	*,4585,*
contig_5051	2406	12	N	N	2	*	*,5051,*
contig_5767	2406	4	N	N	1	*	*,5767,*
contig_6148	2406	3	N	N	1	*	*,6148,*
contig_7740	2406	16	N	N	1	*	*,7740,*
contig_4876	2405	6	N	N	1	*	*,4876,*
contig_6520	2405	6	N	N	1	*	*,6520,*
contig_7120	2405	4	N	N	1	*	*,7120,*
contig_2627	2404	13	N	N	3	*	*,2627,*
contig_4563	2404	10	N	N	2	*	*,4563,*
contig_4696	2404	11	N	N	2	*	*,4696,*
contig_7544	2404	3	N	N	1	*	*,7544,*
contig_1577	2403	3	N	N	1	*	*,1577,*
contig_3164	2403	13	N	N	2	*	*,3164,*
contig_3184	2403	12	N	N	1	*	*,3184,*
contig_3472	2403	7	N	N	1	*	*,3472,*
contig_3487	2403	3	N	N	1	*	*,3487,*
contig_30	2402	6	N	N	1	*	*,30,*
contig_4583	2402	4	N	N	1	*	*,4583,*
contig_4637	2402	5	N	N	1	*	*,4637,*
contig_5732	2402	7	N	N	1	*	*,5732,*
contig_7587	2402	5	N	N	1	*	*,7587,*
contig_2834	2401	5	N	N	1	*	*,2834,*
contig_5931	2401	6	N	N	1	*	*,5931,*
contig_6978	2401	7	N	N	1	*	*,6978,*
contig_1327	2400	10	N	N	2	*	*,1327,*
contig_2142	2400	7	N	N	1	*	*,2142,*
contig_2830	2400	5	N	N	1	*	*,2830,*
contig_3669	2399	4	N	N	1	*	*,3669,*
contig_4866	2399	17	N	N	4	*	*,4866,*
contig_603	2399	32	N	N	6	*	*,603,*
contig_1065	2398	4	N	N	1	*	*,1065,*
contig_1965	2398	9	N	N	2	*	*,1965,*
contig_2861	2398	14	N	N	2	*	*,2861,*
contig_3660	2398	11	N	N	1	*	*,3660,*
contig_5577	2398	3	N	N	1	*	*,5577,*
contig_943	2398	64	N	N	1	*	*,943,*
contig_2920	2397	8	N	N	2	*	*,2920,*
contig_3383	2397	21	N	N	3	*	*,3383,*
contig_5131	2397	14	N	N	2	*	*,5131,*
contig_550	2397	7	N	N	1	*	*,550,*
contig_5620	2397	9	N	N	1	*	*,5620,*
contig_5997	2397	20	N	N	5	*	*,5997,*
contig_6354	2397	3	N	N	1	*	*,6354,*
contig_3047	2396	5	N	N	1	*	*,3047,*
contig_4051	2396	6	N	N	1	*	*,4051,*
contig_5601	2396	4	N	N	1	*	*,5601,*
contig_6103	2396	11	N	N	2	*	*,6103,*
contig_6857	2396	4	N	N	1	*	*,6857,*
contig_2536	2395	18	N	N	4	*	*,2536,*
contig_288	2395	3	N	N	1	*	*,288,*
contig_4358	2395	30	N	N	6	*	*,4358,*
contig_4683	2395	11	N	N	1	*	*,4683,*
contig_1155	2394	11	N	N	1	*	*,1155,*
contig_2330	2394	15	N	N	1	*	*,2330,*
contig_4768	2394	7	N	N	1	*	*,4768,*
contig_5738	2393	8	N	N	2	*	*,5738,*
contig_4206	2392	4	N	N	1	*	*,4206,*
contig_4751	2392	9	N	N	2	*	*,4751,*
contig_5286	2392	8	N	N	2	*	*,5286,*
contig_5603	2392	4	N	N	1	*	*,5603,*
contig_1627	2391	5	N	N	1	*	*,1627,*
contig_3045	2391	10	N	N	2	*	*,3045,*
contig_3895	2391	12	N	N	2	*	*,3895,*
contig_7265	2391	8	N	N	1	*	*,7265,*
contig_1700	2390	6	N	N	1	*	*,1700,*
contig_3356	2390	6	N	N	1	*	*,3356,*
contig_4033	2390	7	N	N	1	*	*,4033,*
contig_4608	2390	11	N	N	2	*	*,4608,*
contig_4978	2390	7	N	N	1	*	*,4978,*
contig_5193	2390	7	N	N	1	*	*,5193,*
contig_5217	2390	4	N	N	1	*	*,5217,*
contig_5704	2390	4	N	N	1	*	*,5704,*
contig_7198	2390	8	N	N	1	*	*,7198,*
contig_1042	2389	4	N	N	1	*	*,1042,*
contig_1553	2388	23	N	N	4	*	*,1553,*
contig_2285	2388	17	N	N	4	*	*,2285,*
contig_2612	2388	7	N	N	1	*	*,2612,*
contig_3304	2388	6	N	N	1	*	*,3304,*
contig_1463	2387	4	N	N	1	*	*,1463,*
contig_275	2387	4	N	N	1	*	*,275,*
contig_4691	2387	20	N	N	1	*	*,4691,*
contig_3343	2385	4	N	N	1	*	*,3343,*
contig_3703	2385	12	N	N	3	*	*,3703,*
contig_5231	2385	16	N	N	1	*	*,5231,*
contig_5715	2385	18	N	N	3	*	*,5715,*
contig_7001	2385	5	N	N	1	*	*,7001,*
contig_4021	2384	4	N	N	1	*	*,4021,*
contig_4115	2384	5	N	N	1	*	*,4115,*
contig_4256	2384	10	N	N	2	*	*,4256,*
contig_4280	2384	9	N	N	2	*	*,4280,*
contig_5334	2384	4	N	N	1	*	*,5334,*
contig_6998	2384	5	N	N	1	*	*,6998,*
contig_1106	2383	13	N	N	2	*	*,1106,*
contig_2702	2383	10	N	N	1	*	*,2702,*
contig_3441	2383	9	N	N	2	*	*,3441,*
contig_422	2383	93	N	Y	3	*	422,*
contig_6805	2383	17	N	N	2	*	*,6805,*
contig_5530	2382	6	N	N	1	*	*,5530,*
contig_7518	2382	8	N	N	2	*	*,7518,*
contig_3256	2381	7	N	N	1	*	*,3256,*
contig_4552	2381	5	N	N	1	*	*,4552,*
contig_4779	2381	16	N	N	2	*	*,4779,*
contig_5694	2381	16	N	N	2	*	*,5694,*
contig_736	2381	4	N	N	1	*	*,736,*
contig_3222	2380	13	N	N	3	*	*,3222,*
contig_3551	2380	3	N	N	1	*	*,3551,*
contig_3595	2380	6	N	N	1	*	*,3595,*
contig_5542	2380	6	N	N	1	*	*,5542,*
contig_4551	2379	3	N	N	1	*	*,4551,*
contig_5699	2379	7	N	N	1	*	*,5699,*
contig_7045	2379	12	N	N	2	*	*,7045,*
contig_8094	2379	48	Y	Y	2	*	8094
contig_4116	2378	4	N	N	1	*	*,4116,*
contig_4825	2378	6	N	N	1	*	*,4825,*
contig_6980	2378	14	N	N	2	*	*,6980,*
contig_1027	2377	11	N	N	2	*	*,1027,*
contig_3856	2377	3	N	N	1	*	*,3856,*
contig_4803	2377	12	N	N	3	*	*,4803,*
contig_6790	2377	3	N	N	1	*	*,6790,*
contig_7216	2377	8	N	N	2	*	*,7216,*
contig_1033	2376	11	N	N	1	*	*,1033,*
contig_4726	2376	13	N	N	2	*	*,4726,*
contig_5832	2376	9	N	N	2	*	*,5832,*
contig_6345	2375	6	N	N	1	*	*,6345,*
contig_7458	2374	5	N	N	1	*	*,7458,*
contig_2975	2373	5	N	N	1	*	*,2975,*
contig_3438	2373	5	N	N	1	*	*,3438,*
contig_3848	2373	11	N	N	2	*	*,3848,*
contig_1392	2372	5	N	N	1	*	*,1392,*
contig_296	2372	5	N	N	1	*	*,296,*
contig_5544	2372	5	N	N	1	*	*,5544,*
contig_1628	2371	9	N	N	1	*	*,1628,*
contig_2950	2371	7	N	N	1	*	*,2950,*
contig_3633	2371	9	N	N	2	*	*,3633,*
contig_5510	2370	12	N	N	3	*	*,5510,*
contig_6207	2370	5	N	N	1	*	*,6207,*
contig_6502	2370	4	N	N	1	*	*,6502,*
contig_7160	2370	8	N	N	1	*	*,7160,*
contig_7226	2370	6	N	N	1	*	*,7226,*
contig_3176	2369	3	N	N	1	*	*,3176,*
contig_5913	2369	5	N	N	1	*	*,5913,*
contig_6891	2369	19	N	N	2	*	*,6891,*
contig_1634	2368	43	N	N	3	*	*,1634,*
contig_7539	2368	11	N	N	2	*	*,7539,*
contig_771	2368	3	N	N	1	*	*,771,*
contig_940	2368	10	N	N	2	*	*,940,*
contig_1227	2367	3	N	N	1	*	*,1227,*
contig_6162	2367	4	N	N	1	*	*,6162,*
contig_6968	2367	5	N	N	1	*	*,6968,*
contig_1765	2365	15	N	N	1	*	*,1765,*
contig_2085	2365	6	N	N	1	*	*,2085,*
contig_2382	2365	3	N	N	1	*	*,2382,*
contig_3691	2365	4	N	N	1	*	*,3691,*
contig_5415	2365	3	N	N	1	*	*,5415,*
contig_5770	2365	12	N	N	3	*	*,5770,*
contig_6423	2365	11	N	N	2	*	*,6423,*
contig_6424	2365	12	N	N	2	*	*,6424,*
contig_8152	2365	35	Y	Y	1	*	8152
contig_876	2365	16	N	N	4	*	*,876,*
contig_4541	2364	7	N	N	1	*	*,4541,*
contig_5198	2364	3	N	N	1	*	*,5198,*
contig_5621	2364	5	N	N	1	*	*,5621,*
contig_6272	2364	10	N	N	2	*	*,6272,*
contig_6848	2364	5	N	N	1	*	*,6848,*
contig_7359	2364	11	N	N	1	*	*,7359,*
contig_1925	2363	6	N	N	1	*	*,1925,*
contig_4863	2363	17	N	N	3	*	*,4863,*
contig_3415	2362	10	N	N	1	*	*,3415,*
contig_4400	2362	12	N	N	2	*	*,4400,*
contig_1235	2361	6	N	N	1	*	*,1235,*
contig_4480	2361	36	N	N	9	*	*,4480,*
contig_4697	2361	8	N	N	2	*	*,4697,*
contig_6143	2361	9	N	N	1	*	*,6143,*
contig_6786	2361	3	N	N	1	*	*,6786,*
contig_2820	2360	3	N	N	1	*	*,2820,*
contig_4225	2360	5	N	N	1	*	*,4225,*
contig_898	2360	11	N	N	2	*	*,898,*
contig_1251	2358	5	N	N	1	*	*,1251,*
contig_3028	2358	4	N	N	1	*	*,3028,*
contig_4494	2358	6	N	N	1	*	*,4494,*
contig_5991	2358	5	N	N	1	*	*,5991,*
contig_6830	2358	7	N	N	1	*	*,6830,*
contig_7302	2358	6	N	N	1	*	*,7302,*
contig_2310	2357	9	N	N	2	*	*,2310,*
contig_3597	2357	9	N	N	1	*	*,3597,*
contig_4785	2357	6	N	N	1	*	*,4785,*
contig_4979	2357	14	N	N	3	*	*,4979,*
contig_5272	2357	3	N	N	1	*	*,5272,*
contig_3580	2356	20	N	N	2	*	*,3580,*
contig_4750	2356	6	N	N	1	*	*,4750,*
contig_6876	2356	6	N	N	1	*	*,6876,*
contig_4339	2355	3	N	N	1	*	*,4339,*
contig_6801	2355	6	N	N	1	*	*,6801,*
contig_3185	2354	8	N	N	1	*	*,3185,*
contig_4352	2354	16	N	N	2	*	*,4352,*
contig_4653	2354	9	N	N	2	*	*,4653,*
contig_2166	2353	3	N	N	1	*	*,2166,*
contig_3987	2353	6	N	N	1	*	*,3987,*
contig_4473	2353	7	N	N	1	*	*,4473,*
contig_4830	2353	3	N	N	1	*	*,4830,*
contig_5459	2353	13	N	N	2	*	*,5459,*
contig_744	2353	5	N	N	1	*	*,744,*
contig_1698	2352	5	N	N	1	*	*,1698,*
contig_4910	2352	4	N	N	1	*	*,4910,*
contig_2746	2351	5	N	N	1	*	*,2746,*
contig_4202	2351	11	N	N	2	*	*,4202,*
contig_7339	2351	5	N	N	1	*	*,7339,*
contig_7589	2351	12	N	N	2	*	*,7589,*
contig_6042	2350	14	N	N	2	*	*,6042,*
contig_7042	2350	5	N	N	1	*	*,7042,*
contig_134	2349	18	N	N	4	*	*,134,*
contig_4425	2349	8	N	N	2	*	*,4425,*
contig_3083	2348	5	N	N	1	*	*,3083,*
contig_3626	2348	5	N	N	1	*	*,3626,*
contig_4382	2348	6	N	N	1	*	*,4382,*
contig_3861	2347	11	N	N	2	*	*,3861,*
contig_5538	2347	5	N	N	1	*	*,5538,*
contig_7132	2347	7	N	N	1	*	*,7132,*
contig_3291	2346	4	N	N	1	*	*,3291,*
contig_3523	2346	17	N	N	2	*	*,3523,*
contig_1193	2345	6	N	N	1	*	*,1193,*
contig_1986	2345	3	N	N	1	*	*,1986,*
contig_26	2345	11	N	N	2	*	*,26,*
contig_3202	2345	8	N	N	1	*	*,3202,*
contig_5697	2345	10	N	N	2	*	*,5697,*
contig_6274	2345	5	N	N	1	*	*,6274,*
contig_6525	2345	17	N	N	2	*	*,6525,*
contig_2817	2344	11	N	N	2	*	*,2817,*
contig_3064	2344	5	N	N	1	*	*,3064,*
contig_3292	2344	6	N	N	1	*	*,3292,*
contig_6554	2344	19	N	N	4	*	*,6554,*
contig_1975	2343	19	N	N	3	*	*,1975,*
contig_2552	2343	4	N	N	1	*	*,2552,*
contig_4468	2343	12	N	N	2	*	*,4468,*
contig_6290	2343	7	N	N	1	*	*,6290,*
contig_5650	2342	10	N	N	2	*	*,5650,*
contig_6180	2342	19	N	N	2	*	*,6180,*
contig_2369	2341	6	N	N	1	*	*,2369,*
contig_3134	2341	7	N	N	1	*	*,3134,*
contig_3316	2341	4	N	N	1	*	*,3316,*
contig_3675	2341	11	N	N	2	*	*,3675,*
contig_5317	2341	8	N	N	1	*	*,5317,*
contig_5728	2341	5	N	N	1	*	*,5728,*
contig_725	2341	36	N	N	9	*	*,725,*
contig_3239	2340	9	N	N	2	*	*,3239,*
contig_4462	2340	7	N	N	1	*	*,4462,*
contig_4550	2340	5	N	N	1	*	*,4550,*
contig_7373	2340	5	N	N	1	*	*,7373,*
contig_6889	2339	4	N	N	1	*	*,6889,*
contig_6950	2339	8	N	N	2	*	*,6950,*
contig_2713	2337	11	N	N	1	*	*,2713,*
contig_4219	2336	3	N	N	1	*	*,4219,*
contig_6870	2336	7	N	N	1	*	*,6870,*
contig_2917	2335	7	N	N	1	*	*,2917,*
contig_3326	2335	5	N	N	1	*	*,3326,*
contig_978	2335	7	N	N	1	*	*,978,*
contig_6047	2334	4	N	N	1	*	*,6047,*
contig_6852	2334	3	N	N	1	*	*,6852,*
contig_2348	2333	8	N	N	1	*	*,2348,*
contig_3061	2333	7	N	N	1	*	*,3061,*
contig_3596	2333	13	N	N	2	*	*,3596,*
contig_4525	2333	5	N	N	1	*	*,4525,*
contig_97	2333	5	N	Y	1	112	*,97,*
contig_2792	2332	6	N	N	1	*	*,2792,*
contig_3959	2332	4	N	N	1	*	*,3959,*
contig_4445	2332	9	N	N	2	*	*,4445,*
contig_1917	2331	24	N	N	6	*	*,1917,*
contig_2384	2331	13	N	N	2	*	*,2384,*
contig_104	2330	6	N	N	1	*	*,104,*
contig_2611	2330	6	N	N	1	*	*,2611,*
contig_4038	2330	7	N	N	1	*	*,4038,*
contig_4147	2330	8	N	N	2	*	*,4147,*
contig_4711	2330	11	N	N	2	*	*,4711,*
contig_7591	2330	4	N	N	1	*	*,7591,*
contig_2995	2329	5	N	N	1	*	*,2995,*
contig_3914	2329	12	N	N	3	*	*,3914,*
contig_6355	2329	4	N	N	1	*	*,6355,*
contig_1226	2328	16	N	N	3	*	*,1226,*
contig_2452	2328	9	N	N	2	*	*,2452,*
contig_3006	2328	4	N	N	1	*	*,3006,*
contig_4089	2328	3	N	N	1	*	*,4089,*
contig_431	2328	11	N	N	2	*	*,431,*
contig_5138	2328	14	N	N	1	*	*,5138,*
contig_5321	2328	6	N	N	1	*	*,5321,*
contig_1210	2327	9	N	N	2	*	*,1210,*
contig_2353	2327	7	N	N	1	*	*,2353,*
contig_3505	2327	7	N	N	1	*	*,3505,*
contig_4957	2327	7	N	N	1	*	*,4957,*
contig_6064	2327	8	N	N	2	*	*,6064,*
contig_6718	2327	9	N	N	2	*	*,6718,*
contig_1960	2326	8	N	N	2	*	*,1960,*
contig_4409	2326	4	N	N	1	*	*,4409,*
contig_3946	2325	6	N	N	1	*	*,3946,*
contig_6073	2325	9	N	N	1	*	*,6073,*
contig_6764	2325	4	N	N	1	*	*,6764,*
contig_3892	2324	6	N	N	1	*	*,3892,*
contig_427	2324	5	N	N	1	*	*,427,*
contig_4581	2324	3	N	N	1	*	*,4581,*
contig_1962	2323	21	N	N	2	*	*,1962,*
contig_2250	2323	5	N	N	1	*	*,2250,*
contig_3290	2323	3	N	N	1	*	*,3290,*
contig_4855	2323	4	N	N	1	*	*,4855,*
contig_502	2323	6	N	N	1	*	*,502,*
contig_6875	2323	4	N	N	1	*	*,6875,*
contig_7565	2323	8	N	N	1	*	*,7565,*
contig_7575	2323	4	N	N	1	*	*,7575,*
contig_2144	2322	6	N	N	1	*	*,2144,*
contig_3232	2322	3	N	N	1	*	*,3232,*
contig_3632	2322	3	N	N	1	*	*,3632,*
contig_3673	2322	7	N	N	1	*	*,3673,*
contig_4282	2322	9	N	N	2	*	*,4282,*
contig_3177	2321	4	N	N	1	*	*,3177,*
contig_334	2321	14	N	N	2	*	*,334,*
contig_3434	2321	3	N	N	1	*	*,3434,*
contig_4062	2321	45	N	N	3	*	*,4062,*
contig_4258	2321	3	N	N	1	*	*,4258,*
contig_4595	2321	12	N	N	2	*	*,4595,*
contig_7600	2321	4	N	N	1	*	*,7600,*
contig_6614	2320	7	N	N	1	*	*,6614,*
contig_6697	2320	6	N	N	1	*	*,6697,*
contig_7273	2320	4	N	N	1	*	*,7273,*
contig_2814	2319	7	N	N	1	*	*,2814,*
contig_4201	2319	5	N	N	1	*	*,4201,*
contig_5374	2318	11	N	N	2	*	*,5374,*
contig_6515	2318	10	N	N	1	*	*,6515,*
contig_937	2318	6	N	N	1	*	*,937,*
contig_256	2317	3	N	N	1	*	*,256,*
contig_3247	2316	13	N	N	2	*	*,3247,*
contig_4772	2316	20	N	N	4	*	*,4772,*
contig_5053	2316	6	N	N	1	*	*,5053,*
contig_7785	2316	14	Y	Y	1	*	7785
contig_5174	2314	28	Y	Y	1	*	5174
contig_650	2314	6	N	N	1	*	*,650,*
contig_7211	2314	20	Y	Y	1	*	7211
contig_1724	2313	31	N	N	1	*	*,1722,1724,1725,1725,*
contig_214	2313	6	N	N	1	*	*,214,*
contig_7570	2313	8	N	N	2	*	*,7570,*
contig_3306	2312	3	N	N	1	*	*,3306,*
contig_3359	2312	13	N	N	2	*	*,3359,*
contig_5811	2312	4	N	N	1	*	*,5811,*
contig_6597	2312	14	N	N	2	*	*,6597,*
contig_7070	2312	4	N	N	1	*	*,7070,*
contig_4379	2311	3	N	N	1	*	*,4379,*
contig_593	2311	12	N	N	1	*	*,593,*
contig_7439	2311	4	N	N	1	*	*,7439,*
contig_6678	2310	5	N	N	1	*	*,6678,*
contig_1008	2309	4	N	N	1	*	*,1008,*
contig_2135	2309	5	N	N	1	*	*,2135,*
contig_2289	2309	11	N	N	1	*	*,2289,*
contig_4868	2309	14	N	N	2	*	*,4868,*
contig_3189	2308	4	N	N	1	*	*,3189,*
contig_4614	2308	13	N	N	2	*	*,4614,*
contig_7498	2308	9	N	N	1	*	*,7498,*
contig_2502	2307	5	N	N	1	*	*,2502,*
contig_29	2307	5	N	N	1	*	*,29,*
contig_3809	2307	3	N	N	1	*	*,3809,*
contig_3863	2307	4	N	N	1	*	*,3863,*
contig_6983	2307	4	N	N	1	*	*,6983,*
contig_7314	2307	47	N	N	11	*	*,7314,*
contig_1802	2306	6	N	N	1	*	*,1802,*
contig_2303	2306	12	N	N	3	*	*,2303,*
contig_3835	2306	5	N	N	1	*	*,3835,*
contig_404	2306	13	N	N	1	*	*,404,*
contig_6276	2306	19	N	N	4	*	*,6276,*
